country,year,sex,age,suicides_no, population ,country-year, gdp_for_year ($) ,gdp_per_capita ($),generation
Portugal,2007,male,25-34 years,71," 786,823 ",Portugal2007,"2,40,16,93,36,162",24003,Generation X
Portugal,2007,female,55-74 years,101," 1,211,662 ",Portugal2007,"2,40,16,93,36,162",24003,Silent
Portugal,2007,female,35-54 years,75," 1,535,559 ",Portugal2007,"2,40,16,93,36,162",24003,Boomers
Portugal,2007,male,15-24 years,26," 623,691 ",Portugal2007,"2,40,16,93,36,162",24003,Millenials
Portugal,2007,female,25-34 years,18," 799,081 ",Portugal2007,"2,40,16,93,36,162",24003,Generation X
Portugal,2007,female,15-24 years,11," 600,807 ",Portugal2007,"2,40,16,93,36,162",24003,Millenials
Portugal,2007,female,5-14 years,2," 541,722 ",Portugal2007,"2,40,16,93,36,162",24003,Generation Z
Portugal,2007,male,5-14 years,0," 571,430 ",Portugal2007,"2,40,16,93,36,162",24003,Generation Z
Portugal,2008,male,75+ years,198," 331,536 ",Portugal2008,"2,62,00,75,90,450",26121,Silent
Portugal,2008,male,55-74 years,256," 1,038,777 ",Portugal2008,"2,62,00,75,90,450",26121,Silent
Portugal,2008,male,35-54 years,236," 1,474,833 ",Portugal2008,"2,62,00,75,90,450",26121,Boomers
Portugal,2008,female,75+ years,58," 542,185 ",Portugal2008,"2,62,00,75,90,450",26121,Silent
Portugal,2008,male,25-34 years,75," 772,208 ",Portugal2008,"2,62,00,75,90,450",26121,Generation X
Portugal,2008,female,55-74 years,98," 1,222,971 ",Portugal2008,"2,62,00,75,90,450",26121,Silent
Portugal,2008,male,15-24 years,27," 610,336 ",Portugal2008,"2,62,00,75,90,450",26121,Millenials
Portugal,2008,female,35-54 years,64," 1,552,092 ",Portugal2008,"2,62,00,75,90,450",26121,Boomers
Portugal,2008,female,25-34 years,17," 786,674 ",Portugal2008,"2,62,00,75,90,450",26121,Generation X
Portugal,2008,female,15-24 years,7," 589,161 ",Portugal2008,"2,62,00,75,90,450",26121,Millenials
Portugal,2008,male,5-14 years,2," 569,683 ",Portugal2008,"2,62,00,75,90,450",26121,Generation Z
Portugal,2008,female,5-14 years,0," 540,184 ",Portugal2008,"2,62,00,75,90,450",26121,Generation Z
Portugal,2009,male,75+ years,202," 341,119 ",Portugal2009,"2,43,74,57,48,819",24254,Silent
Portugal,2009,male,55-74 years,250," 1,050,939 ",Portugal2009,"2,43,74,57,48,819",24254,Silent
Portugal,2009,male,35-54 years,235," 1,490,036 ",Portugal2009,"2,43,74,57,48,819",24254,Boomers
Portugal,2009,female,75+ years,58," 557,541 ",Portugal2009,"2,43,74,57,48,819",24254,Silent
Portugal,2009,male,25-34 years,74," 752,496 ",Portugal2009,"2,43,74,57,48,819",24254,Generation X
Portugal,2009,male,15-24 years,41," 597,960 ",Portugal2009,"2,43,74,57,48,819",24254,Millenials
Portugal,2009,female,55-74 years,74," 1,234,820 ",Portugal2009,"2,43,74,57,48,819",24254,Silent
Portugal,2009,female,35-54 years,66," 1,570,466 ",Portugal2009,"2,43,74,57,48,819",24254,Boomers
Portugal,2009,female,25-34 years,16," 769,405 ",Portugal2009,"2,43,74,57,48,819",24254,Generation X
Portugal,2009,female,15-24 years,8," 578,987 ",Portugal2009,"2,43,74,57,48,819",24254,Millenials
Portugal,2009,male,5-14 years,1," 567,117 ",Portugal2009,"2,43,74,57,48,819",24254,Generation Z
Portugal,2009,female,5-14 years,0," 539,032 ",Portugal2009,"2,43,74,57,48,819",24254,Generation Z
Portugal,2010,male,75+ years,233," 352,383 ",Portugal2010,"2,38,30,34,43,425",23673,Silent
Portugal,2010,male,55-74 years,257," 1,063,945 ",Portugal2010,"2,38,30,34,43,425",23673,Silent
Portugal,2010,male,35-54 years,258," 1,505,279 ",Portugal2010,"2,38,30,34,43,425",23673,Generation X
Portugal,2010,female,75+ years,64," 576,570 ",Portugal2010,"2,38,30,34,43,425",23673,Silent
Portugal,2010,male,25-34 years,58," 726,634 ",Portugal2010,"2,38,30,34,43,425",23673,Generation X
Portugal,2010,female,55-74 years,89," 1,247,958 ",Portugal2010,"2,38,30,34,43,425",23673,Silent
Portugal,2010,male,15-24 years,27," 587,910 ",Portugal2010,"2,38,30,34,43,425",23673,Millenials
Portugal,2010,female,35-54 years,72," 1,588,670 ",Portugal2010,"2,38,30,34,43,425",23673,Generation X
Portugal,2010,female,25-34 years,27," 746,475 ",Portugal2010,"2,38,30,34,43,425",23673,Generation X
Portugal,2010,female,15-24 years,12," 570,703 ",Portugal2010,"2,38,30,34,43,425",23673,Millenials
Portugal,2010,female,5-14 years,1," 536,374 ",Portugal2010,"2,38,30,34,43,425",23673,Generation Z
Portugal,2010,male,5-14 years,1," 563,727 ",Portugal2010,"2,38,30,34,43,425",23673,Generation Z
Portugal,2011,male,75+ years,189," 364,718 ",Portugal2011,"2,44,89,51,01,712",24337,Silent
Portugal,2011,male,55-74 years,271," 1,074,797 ",Portugal2011,"2,44,89,51,01,712",24337,Boomers
Portugal,2011,male,35-54 years,253," 1,514,441 ",Portugal2011,"2,44,89,51,01,712",24337,Generation X
Portugal,2011,male,25-34 years,64," 696,595 ",Portugal2011,"2,44,89,51,01,712",24337,Millenials
Portugal,2011,female,75+ years,43," 596,657 ",Portugal2011,"2,44,89,51,01,712",24337,Silent
Portugal,2011,female,55-74 years,80," 1,258,617 ",Portugal2011,"2,44,89,51,01,712",24337,Boomers
Portugal,2011,female,35-54 years,76," 1,603,401 ",Portugal2011,"2,44,89,51,01,712",24337,Generation X
Portugal,2011,male,15-24 years,15," 580,769 ",Portugal2011,"2,44,89,51,01,712",24337,Millenials
Portugal,2011,female,25-34 years,15," 719,014 ",Portugal2011,"2,44,89,51,01,712",24337,Millenials
Portugal,2011,female,15-24 years,9," 564,521 ",Portugal2011,"2,44,89,51,01,712",24337,Millenials
Portugal,2011,male,5-14 years,2," 558,039 ",Portugal2011,"2,44,89,51,01,712",24337,Generation Z
Portugal,2011,female,5-14 years,0," 531,246 ",Portugal2011,"2,44,89,51,01,712",24337,Generation Z
Portugal,2012,male,75+ years,223," 374,103 ",Portugal2012,"2,16,36,81,78,659",21573,Silent
Portugal,2012,male,55-74 years,270," 1,085,321 ",Portugal2012,"2,16,36,81,78,659",21573,Boomers
Portugal,2012,male,35-54 years,280," 1,515,053 ",Portugal2012,"2,16,36,81,78,659",21573,Generation X
Portugal,2012,female,75+ years,62," 610,698 ",Portugal2012,"2,16,36,81,78,659",21573,Silent
Portugal,2012,male,25-34 years,59," 665,893 ",Portugal2012,"2,16,36,81,78,659",21573,Millenials
Portugal,2012,female,55-74 years,84," 1,268,923 ",Portugal2012,"2,16,36,81,78,659",21573,Boomers
Portugal,2012,male,15-24 years,26," 573,583 ",Portugal2012,"2,16,36,81,78,659",21573,Millenials
Portugal,2012,female,35-54 years,54," 1,613,054 ",Portugal2012,"2,16,36,81,78,659",21573,Generation X
Portugal,2012,female,15-24 years,8," 557,669 ",Portugal2012,"2,16,36,81,78,659",21573,Millenials
Portugal,2012,female,25-34 years,9," 689,005 ",Portugal2012,"2,16,36,81,78,659",21573,Millenials
Portugal,2012,male,5-14 years,1," 551,120 ",Portugal2012,"2,16,36,81,78,659",21573,Generation Z
Portugal,2012,female,5-14 years,0," 524,974 ",Portugal2012,"2,16,36,81,78,659",21573,Generation Z
Portugal,2013,male,75+ years,203," 381,802 ",Portugal2013,"2,26,07,34,92,966",22641,Silent
Portugal,2013,male,55-74 years,275," 1,096,265 ",Portugal2013,"2,26,07,34,92,966",22641,Boomers
Portugal,2013,male,35-54 years,251," 1,507,001 ",Portugal2013,"2,26,07,34,92,966",22641,Generation X
Portugal,2013,male,25-34 years,62," 638,768 ",Portugal2013,"2,26,07,34,92,966",22641,Millenials
Portugal,2013,female,75+ years,58," 622,105 ",Portugal2013,"2,26,07,34,92,966",22641,Silent
Portugal,2013,female,55-74 years,95," 1,281,422 ",Portugal2013,"2,26,07,34,92,966",22641,Boomers
Portugal,2013,female,35-54 years,63," 1,615,851 ",Portugal2013,"2,26,07,34,92,966",22641,Generation X
Portugal,2013,male,15-24 years,20," 566,585 ",Portugal2013,"2,26,07,34,92,966",22641,Millenials
Portugal,2013,female,25-34 years,20," 661,074 ",Portugal2013,"2,26,07,34,92,966",22641,Millenials
Portugal,2013,female,15-24 years,5," 550,397 ",Portugal2013,"2,26,07,34,92,966",22641,Millenials
Portugal,2013,female,5-14 years,0," 518,597 ",Portugal2013,"2,26,07,34,92,966",22641,Generation Z
Portugal,2013,male,5-14 years,0," 545,207 ",Portugal2013,"2,26,07,34,92,966",22641,Generation Z
Portugal,2014,male,75+ years,244," 389,841 ",Portugal2014,"2,29,62,98,22,122",23091,Silent
Portugal,2014,male,55-74 years,289," 1,106,750 ",Portugal2014,"2,29,62,98,22,122",23091,Boomers
Portugal,2014,male,35-54 years,298," 1,492,604 ",Portugal2014,"2,29,62,98,22,122",23091,Generation X
Portugal,2014,female,75+ years,67," 633,908 ",Portugal2014,"2,29,62,98,22,122",23091,Silent
Portugal,2014,male,25-34 years,65," 617,765 ",Portugal2014,"2,29,62,98,22,122",23091,Millenials
Portugal,2014,female,55-74 years,105," 1,294,186 ",Portugal2014,"2,29,62,98,22,122",23091,Boomers
Portugal,2014,female,35-54 years,95," 1,613,721 ",Portugal2014,"2,29,62,98,22,122",23091,Generation X
Portugal,2014,male,15-24 years,28," 562,495 ",Portugal2014,"2,29,62,98,22,122",23091,Millenials
Portugal,2014,female,25-34 years,21," 638,072 ",Portugal2014,"2,29,62,98,22,122",23091,Millenials
Portugal,2014,female,15-24 years,8," 545,684 ",Portugal2014,"2,29,62,98,22,122",23091,Millenials
Portugal,2014,female,5-14 years,2," 511,478 ",Portugal2014,"2,29,62,98,22,122",23091,Generation Z
Portugal,2014,male,5-14 years,0," 537,929 ",Portugal2014,"2,29,62,98,22,122",23091,Generation Z
Puerto Rico,1985,male,75+ years,25," 46,600 ",Puerto Rico1985,"20,28,92,00,000",6582,G.I. Generation
Puerto Rico,1985,male,55-74 years,66," 200,900 ",Puerto Rico1985,"20,28,92,00,000",6582,G.I. Generation
Puerto Rico,1985,male,35-54 years,70," 322,500 ",Puerto Rico1985,"20,28,92,00,000",6582,Silent
Puerto Rico,1985,male,25-34 years,43," 235,800 ",Puerto Rico1985,"20,28,92,00,000",6582,Boomers
Puerto Rico,1985,male,15-24 years,28," 321,500 ",Puerto Rico1985,"20,28,92,00,000",6582,Generation X
Puerto Rico,1985,female,75+ years,4," 53,900 ",Puerto Rico1985,"20,28,92,00,000",6582,G.I. Generation
Puerto Rico,1985,female,55-74 years,11," 214,700 ",Puerto Rico1985,"20,28,92,00,000",6582,G.I. Generation
Puerto Rico,1985,female,25-34 years,8," 267,500 ",Puerto Rico1985,"20,28,92,00,000",6582,Boomers
Puerto Rico,1985,female,35-54 years,8," 361,600 ",Puerto Rico1985,"20,28,92,00,000",6582,Silent
Puerto Rico,1985,female,15-24 years,3," 336,300 ",Puerto Rico1985,"20,28,92,00,000",6582,Generation X
Puerto Rico,1985,male,5-14 years,2," 368,000 ",Puerto Rico1985,"20,28,92,00,000",6582,Generation X
Puerto Rico,1985,female,5-14 years,1," 353,200 ",Puerto Rico1985,"20,28,92,00,000",6582,Generation X
Puerto Rico,1986,male,75+ years,35," 49,800 ",Puerto Rico1986,"22,00,93,00,000",7002,G.I. Generation
Puerto Rico,1986,male,55-74 years,64," 198,000 ",Puerto Rico1986,"22,00,93,00,000",7002,G.I. Generation
Puerto Rico,1986,male,35-54 years,94," 342,800 ",Puerto Rico1986,"22,00,93,00,000",7002,Silent
Puerto Rico,1986,male,25-34 years,60," 241,300 ",Puerto Rico1986,"22,00,93,00,000",7002,Boomers
Puerto Rico,1986,female,75+ years,4," 58,800 ",Puerto Rico1986,"22,00,93,00,000",7002,G.I. Generation
Puerto Rico,1986,male,15-24 years,18," 343,800 ",Puerto Rico1986,"22,00,93,00,000",7002,Generation X
Puerto Rico,1986,female,35-54 years,16," 392,500 ",Puerto Rico1986,"22,00,93,00,000",7002,Silent
Puerto Rico,1986,female,55-74 years,7," 225,300 ",Puerto Rico1986,"22,00,93,00,000",7002,G.I. Generation
Puerto Rico,1986,female,25-34 years,8," 271,700 ",Puerto Rico1986,"22,00,93,00,000",7002,Boomers
Puerto Rico,1986,female,15-24 years,3," 339,700 ",Puerto Rico1986,"22,00,93,00,000",7002,Generation X
Puerto Rico,1986,male,5-14 years,1," 345,800 ",Puerto Rico1986,"22,00,93,00,000",7002,Generation X
Puerto Rico,1986,female,5-14 years,0," 333,700 ",Puerto Rico1986,"22,00,93,00,000",7002,Generation X
Puerto Rico,1987,male,75+ years,23," 50,100 ",Puerto Rico1987,"24,02,58,00,000",7533,G.I. Generation
Puerto Rico,1987,male,55-74 years,67," 200,800 ",Puerto Rico1987,"24,02,58,00,000",7533,G.I. Generation
Puerto Rico,1987,male,35-54 years,72," 348,000 ",Puerto Rico1987,"24,02,58,00,000",7533,Silent
Puerto Rico,1987,male,25-34 years,46," 244,900 ",Puerto Rico1987,"24,02,58,00,000",7533,Boomers
Puerto Rico,1987,male,15-24 years,25," 348,900 ",Puerto Rico1987,"24,02,58,00,000",7533,Generation X
Puerto Rico,1987,female,75+ years,4," 59,700 ",Puerto Rico1987,"24,02,58,00,000",7533,G.I. Generation
Puerto Rico,1987,female,35-54 years,16," 398,300 ",Puerto Rico1987,"24,02,58,00,000",7533,Silent
Puerto Rico,1987,female,55-74 years,9," 228,600 ",Puerto Rico1987,"24,02,58,00,000",7533,G.I. Generation
Puerto Rico,1987,female,15-24 years,5," 344,700 ",Puerto Rico1987,"24,02,58,00,000",7533,Generation X
Puerto Rico,1987,female,25-34 years,4," 275,800 ",Puerto Rico1987,"24,02,58,00,000",7533,Boomers
Puerto Rico,1987,male,5-14 years,1," 351,000 ",Puerto Rico1987,"24,02,58,00,000",7533,Generation X
Puerto Rico,1987,female,5-14 years,0," 338,600 ",Puerto Rico1987,"24,02,58,00,000",7533,Generation X
Puerto Rico,1988,male,75+ years,31," 51,200 ",Puerto Rico1988,"26,38,58,00,000",8155,G.I. Generation
Puerto Rico,1988,male,55-74 years,61," 203,700 ",Puerto Rico1988,"26,38,58,00,000",8155,G.I. Generation
Puerto Rico,1988,male,35-54 years,97," 352,800 ",Puerto Rico1988,"26,38,58,00,000",8155,Silent
Puerto Rico,1988,male,25-34 years,60," 248,400 ",Puerto Rico1988,"26,38,58,00,000",8155,Boomers
Puerto Rico,1988,male,15-24 years,32," 354,000 ",Puerto Rico1988,"26,38,58,00,000",8155,Generation X
Puerto Rico,1988,female,55-74 years,7," 232,000 ",Puerto Rico1988,"26,38,58,00,000",8155,G.I. Generation
Puerto Rico,1988,female,35-54 years,11," 404,000 ",Puerto Rico1988,"26,38,58,00,000",8155,Silent
Puerto Rico,1988,female,25-34 years,7," 279,800 ",Puerto Rico1988,"26,38,58,00,000",8155,Boomers
Puerto Rico,1988,female,15-24 years,4," 349,700 ",Puerto Rico1988,"26,38,58,00,000",8155,Generation X
Puerto Rico,1988,male,5-14 years,3," 356,100 ",Puerto Rico1988,"26,38,58,00,000",8155,Generation X
Puerto Rico,1988,female,5-14 years,1," 343,400 ",Puerto Rico1988,"26,38,58,00,000",8155,Generation X
Puerto Rico,1988,female,75+ years,0," 60,500 ",Puerto Rico1988,"26,38,58,00,000",8155,G.I. Generation
Puerto Rico,1989,male,75+ years,32," 52,000 ",Puerto Rico1989,"28,16,12,00,000",8576,G.I. Generation
Puerto Rico,1989,male,55-74 years,63," 206,700 ",Puerto Rico1989,"28,16,12,00,000",8576,G.I. Generation
Puerto Rico,1989,male,35-54 years,107," 358,100 ",Puerto Rico1989,"28,16,12,00,000",8576,Silent
Puerto Rico,1989,male,25-34 years,67," 252,100 ",Puerto Rico1989,"28,16,12,00,000",8576,Boomers
Puerto Rico,1989,male,15-24 years,22," 359,300 ",Puerto Rico1989,"28,16,12,00,000",8576,Generation X
Puerto Rico,1989,female,75+ years,3," 61,400 ",Puerto Rico1989,"28,16,12,00,000",8576,G.I. Generation
Puerto Rico,1989,female,35-54 years,16," 410,100 ",Puerto Rico1989,"28,16,12,00,000",8576,Silent
Puerto Rico,1989,female,55-74 years,7," 235,400 ",Puerto Rico1989,"28,16,12,00,000",8576,G.I. Generation
Puerto Rico,1989,female,25-34 years,5," 283,900 ",Puerto Rico1989,"28,16,12,00,000",8576,Boomers
Puerto Rico,1989,female,15-24 years,3," 354,900 ",Puerto Rico1989,"28,16,12,00,000",8576,Generation X
Puerto Rico,1989,female,5-14 years,1," 348,500 ",Puerto Rico1989,"28,16,12,00,000",8576,Generation X
Puerto Rico,1989,male,5-14 years,1," 361,400 ",Puerto Rico1989,"28,16,12,00,000",8576,Generation X
Puerto Rico,1990,male,75+ years,32," 53,000 ",Puerto Rico1990,"30,60,39,19,000",9552,G.I. Generation
Puerto Rico,1990,male,55-74 years,79," 194,000 ",Puerto Rico1990,"30,60,39,19,000",9552,G.I. Generation
Puerto Rico,1990,male,35-54 years,115," 359,000 ",Puerto Rico1990,"30,60,39,19,000",9552,Silent
Puerto Rico,1990,male,25-34 years,71," 283,000 ",Puerto Rico1990,"30,60,39,19,000",9552,Boomers
Puerto Rico,1990,male,15-24 years,34," 327,000 ",Puerto Rico1990,"30,60,39,19,000",9552,Generation X
Puerto Rico,1990,female,55-74 years,10," 231,000 ",Puerto Rico1990,"30,60,39,19,000",9552,G.I. Generation
Puerto Rico,1990,female,35-54 years,13," 416,000 ",Puerto Rico1990,"30,60,39,19,000",9552,Silent
Puerto Rico,1990,female,25-34 years,9," 299,000 ",Puerto Rico1990,"30,60,39,19,000",9552,Boomers
Puerto Rico,1990,female,15-24 years,5," 316,000 ",Puerto Rico1990,"30,60,39,19,000",9552,Generation X
Puerto Rico,1990,male,5-14 years,2," 335,000 ",Puerto Rico1990,"30,60,39,19,000",9552,Generation X
Puerto Rico,1990,female,5-14 years,1," 321,000 ",Puerto Rico1990,"30,60,39,19,000",9552,Generation X
Puerto Rico,1990,female,75+ years,0," 70,000 ",Puerto Rico1990,"30,60,39,19,000",9552,G.I. Generation
Puerto Rico,1991,male,75+ years,43," 57,200 ",Puerto Rico1991,"32,28,70,31,000",9974,G.I. Generation
Puerto Rico,1991,male,55-74 years,68," 195,000 ",Puerto Rico1991,"32,28,70,31,000",9974,Silent
Puerto Rico,1991,male,35-54 years,121," 364,000 ",Puerto Rico1991,"32,28,70,31,000",9974,Boomers
Puerto Rico,1991,male,25-34 years,47," 292,000 ",Puerto Rico1991,"32,28,70,31,000",9974,Boomers
Puerto Rico,1991,male,15-24 years,39," 326,000 ",Puerto Rico1991,"32,28,70,31,000",9974,Generation X
Puerto Rico,1991,female,35-54 years,17," 424,000 ",Puerto Rico1991,"32,28,70,31,000",9974,Boomers
Puerto Rico,1991,female,55-74 years,8," 235,000 ",Puerto Rico1991,"32,28,70,31,000",9974,Silent
Puerto Rico,1991,female,75+ years,2," 71,000 ",Puerto Rico1991,"32,28,70,31,000",9974,G.I. Generation
Puerto Rico,1991,female,25-34 years,7," 305,000 ",Puerto Rico1991,"32,28,70,31,000",9974,Boomers
Puerto Rico,1991,female,15-24 years,2," 314,000 ",Puerto Rico1991,"32,28,70,31,000",9974,Generation X
Puerto Rico,1991,male,5-14 years,1," 334,000 ",Puerto Rico1991,"32,28,70,31,000",9974,Millenials
Puerto Rico,1991,female,5-14 years,0," 320,000 ",Puerto Rico1991,"32,28,70,31,000",9974,Millenials
Puerto Rico,1992,male,75+ years,23," 66,100 ",Puerto Rico1992,"34,63,04,30,000",10533,G.I. Generation
Puerto Rico,1992,male,55-74 years,66," 221,400 ",Puerto Rico1992,"34,63,04,30,000",10533,Silent
Puerto Rico,1992,male,35-54 years,98," 397,100 ",Puerto Rico1992,"34,63,04,30,000",10533,Boomers
Puerto Rico,1992,male,25-34 years,61," 253,800 ",Puerto Rico1992,"34,63,04,30,000",10533,Boomers
Puerto Rico,1992,male,15-24 years,31," 318,000 ",Puerto Rico1992,"34,63,04,30,000",10533,Generation X
Puerto Rico,1992,female,55-74 years,10," 259,300 ",Puerto Rico1992,"34,63,04,30,000",10533,Silent
Puerto Rico,1992,female,35-54 years,15," 455,200 ",Puerto Rico1992,"34,63,04,30,000",10533,Boomers
Puerto Rico,1992,female,75+ years,2," 82,500 ",Puerto Rico1992,"34,63,04,30,000",10533,G.I. Generation
Puerto Rico,1992,female,15-24 years,5," 314,100 ",Puerto Rico1992,"34,63,04,30,000",10533,Generation X
Puerto Rico,1992,female,25-34 years,3," 280,600 ",Puerto Rico1992,"34,63,04,30,000",10533,Boomers
Puerto Rico,1992,female,5-14 years,0," 314,000 ",Puerto Rico1992,"34,63,04,30,000",10533,Millenials
Puerto Rico,1992,male,5-14 years,0," 325,800 ",Puerto Rico1992,"34,63,04,30,000",10533,Millenials
Puerto Rico,1993,male,75+ years,34," 68,936 ",Puerto Rico1993,"36,92,24,56,000",11146,G.I. Generation
Puerto Rico,1993,male,35-54 years,116," 408,115 ",Puerto Rico1993,"36,92,24,56,000",11146,Boomers
Puerto Rico,1993,male,25-34 years,69," 250,629 ",Puerto Rico1993,"36,92,24,56,000",11146,Boomers
Puerto Rico,1993,male,55-74 years,59," 229,549 ",Puerto Rico1993,"36,92,24,56,000",11146,Silent
Puerto Rico,1993,male,15-24 years,33," 312,503 ",Puerto Rico1993,"36,92,24,56,000",11146,Generation X
Puerto Rico,1993,female,35-54 years,16," 467,965 ",Puerto Rico1993,"36,92,24,56,000",11146,Boomers
Puerto Rico,1993,female,55-74 years,7," 268,361 ",Puerto Rico1993,"36,92,24,56,000",11146,Silent
Puerto Rico,1993,female,15-24 years,6," 310,130 ",Puerto Rico1993,"36,92,24,56,000",11146,Generation X
Puerto Rico,1993,female,25-34 years,4," 277,006 ",Puerto Rico1993,"36,92,24,56,000",11146,Boomers
